iter	Logloss
535	0.008418249482
536	0.00839788667
537	0.008373423689
538	0.008356129297
539	0.008331343892
540	0.008314410569
541	0.008293733515
542	0.008271058938
543	0.008257523028
544	0.008238977108
545	0.008216654784
546	0.008197239371
547	0.008184273045
548	0.008158376939
549	0.00814265876
550	0.008121750345
551	0.008096237031
552	0.008077147261
553	0.008058330325
554	0.008033177289
555	0.008014722217
556	0.007998032078
557	0.007986748079
558	0.007963389409
559	0.007940030713
560	0.007919668118
561	0.007900745409
562	0.007887517182
563	0.007873056896
564	0.007843337308
565	0.007814682866
566	0.007795911624
567	0.007782467665
568	0.007772141082
569	0.007758438761
570	0.007739375505
571	0.007714285423
572	0.007694098797
573	0.007674386196
574	0.007654049455
575	0.007643378555
576	0.007628911816
577	0.007613597833
578	0.007598003313
579	0.007578307812
580	0.007564361823
581	0.007545113356
582	0.007529954875
583	0.00752148068
584	0.007499853211
585	0.007478616421
586	0.007464910661
587	0.007446002097
588	0.007421576917
589	0.007400069129
590	0.007393082354
591	0.007389195232
592	0.007375347341
593	0.007354787384
594	0.007343545745
595	0.0073311245
596	0.007312055705
597	0.007295406543
598	0.007279910419
599	0.007264369111
600	0.007246057845
601	0.007228105889
602	0.007215319255
603	0.007195259723
604	0.007181007363
605	0.00716997223
606	0.007151297742
607	0.007134218581
608	0.00711942258
609	0.007101813536
610	0.007088232091
611	0.007074802512
612	0.007066166323
613	0.007045769637
614	0.007030687309
615	0.007015330696
616	0.006999437552
617	0.006982804133
618	0.006957388082
619	0.006943010875
620	0.006924581134
621	0.006912594942
622	0.006905389662
623	0.006885338072
624	0.006874153893
625	0.006858046178
626	0.006847295816
627	0.006832281699
628	0.006814368086
629	0.00680291059
630	0.006794207373
631	0.006786342649
632	0.006769197363
633	0.006760109101
634	0.006744420789
635	0.00672730548
636	0.006706776452
637	0.006690080595
638	0.006678864184
639	0.006667413749
640	0.006648680386
641	0.006631327105
642	0.006611566492
643	0.006595266914
644	0.006583486566
645	0.006578647944
646	0.006563018115
647	0.006553777396
648	0.006540463377
649	0.00653208769
650	0.006514831708
651	0.006503562546
652	0.006490057263
653	0.006471665324
654	0.006463659045
655	0.006447606932
656	0.006436797085
657	0.006425557387
658	0.006414589953
659	0.006399139212
660	0.006388633484
661	0.006372769436
662	0.00636292246
663	0.006351325976
664	0.006338624252
665	0.006324254837
666	0.00631965665
667	0.006310903205
668	0.00630302119
669	0.006287227163
670	0.006273524605
671	0.006263664608
672	0.006251087516
673	0.006236201691
674	0.006227488824
675	0.006217258539
676	0.006205460861
677	0.006191496467
678	0.006177308927
679	0.006167820302
680	0.006159414072
681	0.006147606256
682	0.006138956666
683	0.006123024466
684	0.00611190083
685	0.006099600835
686	0.006087107977
687	0.00607114514
688	0.006061278136
689	0.006046312893
690	0.006035899065
691	0.006024342984
692	0.00601595453
693	0.006005417422
694	0.005997091278
695	0.005983337057
696	0.00597130198
697	0.005960539541
698	0.005949555998
699	0.005942232011
700	0.005930765441
701	0.005917209667
702	0.005906242213
703	0.005898666446
704	0.005891425034
705	0.005878589967
706	0.005869779641
707	0.00585758951
708	0.005856736657
709	0.005846067272
710	0.005833204485
711	0.005828375219
712	0.005820448136
713	0.005812817042
714	0.005795784375
715	0.005783344765
716	0.00577153048
717	0.005764283289
718	0.005753561584
719	0.005742481008
720	0.005729309261
721	0.005715156604
722	0.005704702898
723	0.005692354245
724	0.005684569649
725	0.005673666412
726	0.005659463501
727	0.005652008381
728	0.005645998399
729	0.005633903343
730	0.005626300327
731	0.005615618612
732	0.005608243522
733	0.005600167207
734	0.00559693206
735	0.005585665491
736	0.005573783713
737	0.005565439408
738	0.005555494547
739	0.005543446715
740	0.005536578745
741	0.005529398485
742	0.005516179981
743	0.005511731017
744	0.005500554486
745	0.005492900788
746	0.005485933154
747	0.005477669964
748	0.005471607286
749	0.005459954364
750	0.005449829884
751	0.005435775054
752	0.005428144186
753	0.005422079536
754	0.005405535266
755	0.005402146109
756	0.005393095907
757	0.005385514424
758	0.005380389113
759	0.005373592547
760	0.005370087777
761	0.005360139071
762	0.005350176707
763	0.005342219009
764	0.00533606178
765	0.005323300593
766	0.005312300021
767	0.005304123625
768	0.005296563378
769	0.005286942577
770	0.005282070313
771	0.005273483476
772	0.005263197869
773	0.005252033146
774	0.005241888931
775	0.005233624939
776	0.005225528806
777	0.005207882155
778	0.005200629321
779	0.005193836668
780	0.005186341187
781	0.005179348883
782	0.005165445381
783	0.00515807871
784	0.005148169608
785	0.005144456468
786	0.005136736994
787	0.005132136226
788	0.005125099529
789	0.00511735758
790	0.005107464089
791	0.005095776122
792	0.005084687709
793	0.005079137048
794	0.005071338125
795	0.005060764809
796	0.005051317659
797	0.005042753618
798	0.005031831318
799	0.005020544777
800	0.005009457131
801	0.005001081165
802	0.004993801832
803	0.004987804455
804	0.004982511143
805	0.004976629976
806	0.004969801308
807	0.004964074418
808	0.004956208672
809	0.004951005879
810	0.004944370194
811	0.004937921522
812	0.004931306214
813	0.004924652303
814	0.004918318836
815	0.004912605786
816	0.004904325966
817	0.004904308185
818	0.004898021384
819	0.004889318877
820	0.004879853207
821	0.004873917041
822	0.0048679541
823	0.004862660725
824	0.004856612576
825	0.004845351622
826	0.00483780657
827	0.004829414347
828	0.004822243731
829	0.004812863916
830	0.004802054555
831	0.004798529623
832	0.004791885731
833	0.004786826239
834	0.004779889628
835	0.004771417614
836	0.004767494797
837	0.004759690868
838	0.004751218371
839	0.004743350092
840	0.004735014145
841	0.004728929787
842	0.004722593793
843	0.004712401525
844	0.004704086951
845	0.004697659941
846	0.004686769842
847	0.004679076011
848	0.00467068917
849	0.004665015781
850	0.004655949719
851	0.004651342693
852	0.004647296534
853	0.004636679309
854	0.004630513428
855	0.004622607055
856	0.00461610902
857	0.004607875015
858	0.004598892153
859	0.004588635651
860	0.00458337369
861	0.004575503806
862	0.004567952142
863	0.004558986619
864	0.004554462952
865	0.004549072881
866	0.004545640234
867	0.004538225485
868	0.004530460376
869	0.004522356033
870	0.004513282705
871	0.00450764573
872	0.004499044108
873	0.004491543087
874	0.004484564408
875	0.004477406355
876	0.00446901947
877	0.004461160048
878	0.004455634264
879	0.004449851705
880	0.004442092249
881	0.004440191519
882	0.004435247667
883	0.004429274627
884	0.004420789472
885	0.004417203631
886	0.004411420918
887	0.004403226646
888	0.004396957845
889	0.004392268904
890	0.004386315414
891	0.004379600185
892	0.004372736124
893	0.00436683223
894	0.00436239579
895	0.00435977145
896	0.00435398052
897	0.004346782023
898	0.004342683401
899	0.004338935834
900	0.004334135411
901	0.004327011717
902	0.004319855327
903	0.00431367972
904	0.004305855226
905	0.004302814829
906	0.004297672675
907	0.004291225715
908	0.004285164113
909	0.00428072025
910	0.004275337068
911	0.004267409591
912	0.004261620421
913	0.004252612587
914	0.004247762826
915	0.0042428895
916	0.004235991339
917	0.004228750706
918	0.004221593564
919	0.00421573346
920	0.004210099283
921	0.004200069284
922	0.004194670658
923	0.004190353003
924	0.004185515392
925	0.00417852538
926	0.004172905627
927	0.004168317719
928	0.004163734095
929	0.004159614638
930	0.004152763586
931	0.004143445028
932	0.004136467872
933	0.004130878067
934	0.004127305158
935	0.004122440293
936	0.004117269121
937	0.004108281038
938	0.004101067102
939	0.004095890445
940	0.004090734383
941	0.004086385488
942	0.004080537478
943	0.004076816169
944	0.004070771812
945	0.004065447194
946	0.004061873239
947	0.004055987414
948	0.004051337924
949	0.004046424844
950	0.004040156023
951	0.004035565973
952	0.004028754655
953	0.004021566557
954	0.004016331215
955	0.004013856364
956	0.00400877582
957	0.004005781149
958	0.004001771122
959	0.003997677143
960	0.003992449554
961	0.003986506779
962	0.003981605097
963	0.003976286834
964	0.003973072035
965	0.00396719148
966	0.003959676895
967	0.003956325633
968	0.003947420013
969	0.00394209138
970	0.003938073438
971	0.003931737871
972	0.003927185171
973	0.003921879548
974	0.003917231481
975	0.003914910692
976	0.003912046987
977	0.003907542059
978	0.003902059601
979	0.003899689215
980	0.003893811085
981	0.003888131531
982	0.003881155692
983	0.003872961709
984	0.003867505572
985	0.003862200776
986	0.003857792501
987	0.003852607527
988	0.003845222806
989	0.003841964108
990	0.003837910123
991	0.003832861576
992	0.003832880969
993	0.003828215731
994	0.003823127715
995	0.003815636158
996	0.003810777448
997	0.003805579376
998	0.003799900112
999	0.00379474813
1000	0.003789767757
1001	0.003787735772
1002	0.003787727891
1003	0.003783767351
1004	0.003777617766
1005	0.003770873446
1006	0.003764130133
1007	0.003759651183
1008	0.003754874927
1009	0.003749646728
1010	0.003743394994
1011	0.003739388054
1012	0.003736529473
1013	0.003730591378
1014	0.003725598912
1015	0.003720552392
1016	0.003712640977
1017	0.003708847396
1018	0.003703340297
1019	0.003700505302
1020	0.0036949814
1021	0.003689340186
1022	0.003687534444
1023	0.003684584729
1024	0.00368458225
1025	0.003682505884
1026	0.00367824019
1027	0.003674695485
1028	0.003669965387
1029	0.003669963662
1030	0.003663972705
1031	0.003659513663
1032	0.003655446237
1033	0.003650610803
1034	0.003646976951
1035	0.003642904974
1036	0.003637310766
1037	0.003632501447
1038	0.003632470225
1039	0.003632481783
1040	0.003629029017
1041	0.003627259532
1042	0.003621530102
1043	0.003619131079
1044	0.003612092832
1045	0.003609750154
1046	0.003606360445
1047	0.003602708372
1048	0.003602698672
1049	0.003597743121
1050	0.003596954852
1051	0.003592304328
1052	0.003589736155
1053	0.003584635507
1054	0.003579587991
1055	0.003575707039
1056	0.003572072214
1057	0.00356859692
1058	0.003563508385
1059	0.003562261496
1060	0.003559058138
1061	0.003553730727
1062	0.003548001412
1063	0.00354444738
1064	0.003541120483
1065	0.00353610116
1066	0.003532635222
1067	0.003528154256
1068	0.00352577774
1069	0.003520175558
1070	0.003519324102
1071	0.003516841595
1072	0.003512675987
1073	0.003507276937
1074	0.003502729157
1075	0.003497810788
1076	0.003494062564
1077	0.003488584307
1078	0.003485458302
1079	0.003479483099
1080	0.003475973477
1081	0.003471439764
1082	0.003469988907
1083	0.003465648878
1084	0.003461492879
1085	0.003458271679
1086	0.003455257871
1087	0.003450530542
1088	0.003446312007
1089	0.003441753413
1090	0.003440516649
1091	0.003437491936
1092	0.003432849568
1093	0.003429066324
1094	0.003426068338
1095	0.003421741068
1096	0.003417538097
1097	0.003413900037
1098	0.003409727679
1099	0.003406550613
1100	0.003401986655
1101	0.003397182402
1102	0.003395166788
1103	0.003391122338
1104	0.003386625614
1105	0.003385391846
1106	0.003381432126
1107	0.003380126269
1108	0.003376939203
1109	0.003372898006
1110	0.003370749221
1111	0.00337067758
1112	0.003366183101
1113	0.003361493071
1114	0.003354966101
1115	0.003352353307
1116	0.003349815256
1117	0.003346417073
1118	0.003343883795
1119	0.003340665662
1120	0.003340668872
1121	0.003336036481
1122	0.003332983962
1123	0.003329188799
1124	0.003325049028
1125	0.003322956419
1126	0.003319783733
1127	0.003316739829
1128	0.003311907509
1129	0.003308949569
1130	0.003306344861
1131	0.003303283058
1132	0.003299855332
1133	0.003296817915
1134	0.003293194031
1135	0.00329317982
1136	0.003289169585
1137	0.003283268862
1138	0.003279895161
1139	0.003276019369
1140	0.003273457303
1141	0.003269889297
1142	0.003266794617
1143	0.003263668424
1144	0.003259688103
1145	0.003256330575
1146	0.003254865496
1147	0.003251432454
1148	0.003249250503
1149	0.003246995411
1150	0.003242278056
1151	0.003239798821
1152	0.003236393359
1153	0.003232155132
1154	0.003228422481
1155	0.003225653284
1156	0.003222161964
1157	0.003218372435
1158	0.003215072982
1159	0.003213552099
1160	0.003213544121
1161	0.003209994293
1162	0.00320570854
1163	0.003202572241
1164	0.003199180931
1165	0.003199179892
1166	0.003195943451
1167	0.003193838049
1168	0.003193790525
1169	0.0031896444
1170	0.003186720614
1171	0.003183049646
1172	0.003180640186
1173	0.003175830949
1174	0.003171922371
1175	0.003169419917
1176	0.003167126493
1177	0.003163487775
1178	0.003159278041
1179	0.00315721975
1180	0.003153423141
1181	0.003148683584
1182	0.003145019477
1183	0.003141886421
1184	0.00313916232
1185	0.00313697482
1186	0.00313337769
1187	0.003128771852
1188	0.003125970546
1189	0.003123340848
1190	0.003119703999
1191	0.003115371761
1192	0.003111880258
1193	0.003110285904
1194	0.003109419723
1195	0.003109403038
1196	0.003105193889
1197	0.003105189168
1198	0.003102016687
1199	0.003098862354
